ID,Traditional,Simplified,Pinyin,POS,Meaning,Examples,Variants
B4L08-1-25,後院,后院,hòuyuàn,N,"rear courtyard, backyard",有的房子前院、後院都有花園，住起來一定很舒服。,
B4L08-1-26,花盆,花盆,huāpén,N,flower pot,我在市場買了漂亮的花盆，可是還不知道種什麼植物比較好。,
B4L08-1-27,花草,花草,huācǎo,N,flowers and plants,阿溫對花草很有興趣，不論生長在平原或山地的，他都叫得出名字來。,
B4L08-1-28,農村,农村,nóngcūn,N,"rural area, village",,
B4L08-1-29,農場,农场,nóngchǎng,N,farm,那個農村裡有個小農場，他們生產的鮮奶冰淇淋非常好吃。,
B4L08-1-30,平靜,平静,píngjìng,Vs,"tranquil, serene, peaceful",每次我受不了工作壓力時，就會到湖邊散步，看到平靜的湖水，心裡就會平靜下來。,
B4L08-1-31,哎喲,哎哟,āiyāo,Ptc,"woah, hey (interjection of surprise or pain)",哎喲，已經半夜一點多了！我們就別再加班寫產品計畫了，等明天再繼續吧！,
B4L08-1-32,呼吸,呼吸,hūxī,Vi,to breathe,,
B4L08-1-33,呼,呼,hū,V,"to breath out, to exhale",,
B4L08-1-34,吸,吸,xī,V,"to breathe in, to inhale",緊張的時候試著慢慢呼吸，吸一口氣，再慢慢呼出來，可以讓你輕鬆一點兒。,
B4L08-1-35,懂得,懂得,dǒngde,Vst,"to understand, to know",曾經失去一切的人，更懂得愛惜現在擁有的一切。,
B4L08-1-36,花瓶,花瓶,huāpíng,N,"flower vase, (fig.) just a pretty face",有人說好看的人像花瓶，好看卻沒有用，這句話我完全不同意。,
B4L08-1-37,肥皂,肥皂,féizào,N,soap,自己做的肥皂用起來比較安心，也能選擇自己喜歡的氣味。,
B4L08-1-38,鹽巴,盐巴,yánbā,N,table salt,那道菜一點兒都不鹹，我猜或許是忘了放鹽巴。,
B4L08-1-39,彈,弹,tán,V,to play (a string instrument),你彈吉他彈得真不錯，如果你願意教我，我想跟你學。,
B4L08-1-40,女性,女性,nǚxìng,N,"woman, the female sex",我國四十歲以下的單身女性人數，比去年增加了百分之十。,
B4L08-1-41,男性,男性,nánxìng,N,"men, the male sex",根據目前科學研究的資料，女性與男性在能力、態度和行為等方面的差異都非常小。,
B4L08-1-42,當,当,dàng,Vst,to regard as; to think,小王追求祝小姐好幾年了，不過祝小姐一直只把她當好友。,
B4L08-1-43,當成,当成,dàngchéng,Vst,to take to be; to consider as,錢先生買了一只上百萬的鑽石戒指，當成跟女友求婚的禮物。,
B4L08-1-44,娛樂,娱乐,yúlè,N,"recreation, amusement",電視臺播出的娛樂節目多半是唱歌跳舞的表演，能讓觀眾心情愉快。,
B4L08-1-45,套,套,tào,M,"classifier for sets, series, collections, compilations",路教授最近發表的這套跟人體大腦有關的理論，令其他科學家很感興趣。,
B4L08-1-46,紓壓,纾压,shūyā,Vi,to alleviate or relieve stress,有時候只要什麼都不想，好好睡一覺，就能讓人們紓壓。,
B4L08-1-47,消除,消除,xiāochú,V,"to eliminate, to remove",時間有時能消除煩惱，不能解決的事就暫時放在一邊吧。,
B4L08-1-48,難道,难道,nándào,Adv,"don't tell me ..., don't you have (or want)...?",A:你說自己沒有想做的事，難道你沒有夢想嗎？ B:我只想簡單過生活，再說，沒有夢想難道不行嗎？,
B4L08-1-49,下棋,下棋,xiàqí,V-sep,to play chess,我常跟電腦下棋，因為想玩就玩，不必擔心時間早晚。,
B4L08-1-50,自然,自然,zìrán,Adv,naturally,每個人都得經驗老病死，這些都是自然發生，避免不了的。,
B4L08-1-51,盤,盘,pán,M,classifier for games of chess,這一盤棋你下得真好，你一定花了很多工夫研究。,
B4L08-1-52,果然,果然,guǒrán,Adv,just as expected,昨天電視臺的氣象報告說今天會下雨，果然一大早就下起雨來了。,
B4L08-1-53,理,理,lǐ,Vst,to pay attention to,看見有困難的人們，有能力的話就得想辦法幫助他們，不應該不理他們。,
B4L08-1-54,失眠,失眠,shīmián,Vp,to suffer from insomnia,一失眠就吃藥不是好辦法，最好跟醫生談談，試著找出原因。,
B4L08-1-55,哪裡哪裡/哪裡,哪里哪里/哪里,nǎlǐnǎlǐ/nǎlǐ,,not at all (politely responding to thanks or praise given),,"[[""哪裡哪裡"", ""nǎlǐnǎlǐ""], [""哪裡"", ""nǎlǐ""]]"
B4L08-2-01,攀,攀,pān,V,to climb (by pulling oneself up),我沒有帶大門的鑰匙，不得不攀牆進去。,
B4L08-2-02,浪,浪,làng,N,"wave, breaker",今天海邊的浪不大，不適合去衝浪。,
B4L08-2-03,悄悄,悄悄,qiǎoqiǎo,Adv,"quietly, secretly, stealthily",開會時他遲到了，只好悄悄地坐在會議室後面。,
B4L08-2-04,自殺,自杀,zìshā,Vi,to commit suicide,自殺或許能令個人不再受到痛苦，但卻把痛苦留給了身邊的人。,
B4L08-2-05,漫畫,漫画,mànhuà,N,"comics, Japanese manga",我愛看漫畫，在漫畫裡可以看見許多人們還沒實現的夢想。,
B4L08-2-06,喜劇,喜剧,xǐjù,N,comedy,喜劇中的男女主角，不論相處過程中碰到多少挫折，結局總是快樂又幸福的。,
B4L08-2-07,場,场,chǎng,M,classifier for events and happenings,考完試以後，我們去海洋公園開開心心地玩一場吧。,
B4L08-2-08,枕頭,枕头,zhěntou,N,pillow,露營時我沒帶枕頭，只好把背包當作枕頭，睡起來挺不舒服的。,
B4L08-2-09,滴,滴,dī,M,classifier for drops; to drip,他本來是一滴酒都不碰的人，你就別再叫他喝了。,
B4L08-2-10,精油,精油,jīngyóu,N,essential oil,我曾經在賣精油的商店服務過一段時間。,
B4L08-2-11,星光,星光,xīngguāng,N,starlight,在天氣好的夜晚，星光看起來更加浪漫。,
B4L08-2-12,武術,武术,wǔshù,N,all kinds of martial art sports (some claiming spiritual development),為了拍跟武術有關的電影，那位美國明星到中國學習了半年的中國功夫。,
B4L08-2-13,舞廳,舞厅,wǔtīng,N,"dance hall, ballroom",一般來說，到舞廳跳舞的多數是年輕人。,
B4L08-2-14,痛快,痛快,tòngkuài,Vs,"to one's heart's content, exhilarating",這場籃球比賽我們贏了對方二十分，真是太痛快了。,
B4L08-2-15,敲,敲,qiāo,V,"to tap, to knock",我聽見有人在敲門，你去看看是誰來了。,
B4L08-2-16,甩,甩,shuǎi,V,"to swing one's arms, to fling, to shake",他做運動時手甩得太用力，把手錶都甩得飛出去了。,
B4L08-2-17,理頭髮/理髮,理头发/理发,lǐtóufǎ/lǐfǎ,V-sep,to have one's hair cut,我的朋友會理頭髮，為了省錢我們常常去找他。,"[[""理頭髮"", ""lǐtóufǎ""], [""理髮"", ""lǐfǎ""]]"
B4L08-2-18,髮型,发型,fǎxíng,N,hairstyle,以前學校規定女學生的髮型都要一樣，而且長度不能超過耳朵。,
B4L08-2-19,達到,达到,dádào,Vpt,"to reach, to achieve, to attain",他的中文能力已達到相當好的水準，在臺灣念研究所沒問題。,
B4L08-2-20,說不定,说不定,shuōbúdìng,Adv,"can't say for sure, maybe, might",每年安排一段時間去旅行，說不定能帶給你更豐富的生活。,
B4L08-2-21,控制,控制,kòngzhì,V,"to control, to exercise control over",我們無法控制別人的行為，卻能夠改變自己的想法。,
B4L08-2-22,勉強,勉强,miǎnqiǎng,Adv/Vs,"reluctantly, to do with difficulty; unconvincing",公司上頭要求小張一個人完成任務，同事們都認為有點兒勉強。,
B4L08-2-23,比較,比较,bǐjiào,V/N,to compare; comparison,你不需要事事都跟別人做比較，自己過得輕鬆愉快就好。,
B4L08-2-24,忙裡偷閒,忙里偷闲,mánglǐ tōuxián,,to steal moments of leisure from a busy life,,
B4L09-1-01,放手,放手,fàngshǒu,Vi,"to let go one's hold, to have a free hand",你既然把工廠交給他，就得放手讓他去管理。,
B4L09-1-02,輔導,辅导,fǔdǎo,V,"to give guidance, to counsel",如果遇到無法處理的心理問題，最好請專業人員來輔導。,
B4L09-1-03,志願,志愿,zhìyuàn,N,"aspiration, ambition",從小時候起，他的第一志願就是當一位保護國家的軍人。,
B4L09-1-04,專門,专门,zhuānmén,Vs,specialized,新員工在經過專門的訓練後，都已能使用工廠各種生產機器。,
B4L09-1-05,導師,导师,dǎoshī,N,"tutor, teacher, preceptor",林老師是我的高中導師，在學習上也是影響我最深的人。,
B4L09-1-06,拜託,拜托,bàituō,V,to request sb to do sth,每次有人拜託他幫忙，他都沒拒絕過，因此大家都說他是「好好先生」(yes-man)。,
B4L09-1-07,義務,义务,yìwù,N,"duty, obligation",在照顧及教育孩子上，父母都具有相同的法律義務。,
B4L09-1-08,從沒,从没,cóngméi,Adv,"never (in the past), never did",我從沒去過澳洲，無法想像那裡的景色有多美。,
B4L09-1-09,好奇,好奇,hàoqí,Vs,"curious, inquisitive",本地社區的房子常被好奇的觀光客破壞，令人們十分不滿。,
B4L09-1-10,指導,指导,zhǐdǎo,V,"to guide, to give directions, to direct, to coach",在指導演員的表達方式上，這位導演的經驗相當豐富。,
B4L09-1-11,考取,考取,kǎoqǔ,Vpt,"to pass an entrance exam, to be admitted to",如果想當語言教師，得先考取教師證書，將來找工作較順利。,
B4L09-1-12,前途,前途,qiántú,N,"prospects, future outlook",有時一個人的前途無法先規劃好，必須自己創造。,
B4L09-1-13,明明,明明,míngmíng,Adv,"obviously, plainly, definitely",有些事明明不對，卻因沒人敢說，久了以後就被社會接受了。,
B4L09-1-14,科系,科系,kēxì,N,major (subject that a college or university is studying),部分大學科系對學生成績的要求非常高，畢業條件也較嚴格。,
B4L09-1-15,的確,的确,díquè,Adv,"really, indeed",花蓮太魯閣的確很漂亮，難怪每年都吸引許多觀光客去參觀。,
B4L09-1-16,踏,踏,tà,V,"to step on, to press a pedal (in chinese, if 踏 plus with 入, 出, 進 means to start or leave working in a particular type of job, e.g. enter politics or to leave politics)",夏天在海灘上踏著浪散步，是一件非常享受的事。,
B4L09-1-17,面臨,面临,miànlín,Vst,"to face sth., to be confronted with",當你面臨困難或挑戰時，也正是表現個人智慧與能力的最佳時刻。,
B4L09-1-18,冤枉,冤枉,yuānwǎng,Vs/Vst,"a feeling when someone has been wrongly accused, not worthwhile, to treat unjustly",在意外的發生原因沒查清楚之前，別隨便冤枉任何人。,
B4L09-1-19,正好,正好,zhènghǎo,Adv,"to happen to, to chance to",你正好說出了我的心裡話，真是我的知心好友。,
B4L09-1-20,伯父,伯父,bófù,N,"father's elder brother, term of respect for older man, uncle",伯父的孩子是對雙胞胎，不只是樣子，連說話的聲音都像。,
B4L09-1-21,伯母,伯母,bómǔ,N,"wife of father's elder brother, aunt, polite form of address for a woman who is about the age of one's mother",自從去年伯母退休後，就帶著伯父到處去旅行了。,
B4L09-1-22,支持,支持,zhīchí,N/Vst/V,"support, to support",假如失去了人民的信心與支持，國家也會變得不安定。,
B4L09-1-23,左右,左右,zuǒyòu,V,"to control, to influence",我們應該培養獨立思考的能力，別被身邊各種訊息左右。,
B4L09-1-24,特別,特别,tèbié,Adv,"especially, particularly, unusually",他今天去傳統市場買菜，特別做了拿手菜招待好友。,
B4L09-1-25,嚴,严,yán,Vs,"strict, stern, rigorous",有些國家機場對攜帶物品的規定很嚴，出國前最好了解清楚。,
B4L09-1-26,嘮叨,唠叨,láodao,Vi,"to chatter away, to nag, to be garrulous",他一有不順心的事，就會嘮叨個沒完，有時真讓人受不了。,
B4L09-1-27,丟臉,丢脸,diūliǎn,Vs-sep,"to lose face, to bring shame (or disgrace) on oneself",,
B4L09-1-28,丟人,丢人,diūrén,Vs,"to be shameful, to be disgraced",到外面做了丟人的事，自己和家人也會覺得丟臉。,
B4L09-1-29,在乎,在乎,zàihū,Vst,to care about,如果真心愛對方，就不必在乎對方的樣子與生活背景。,
B4L09-1-30,失望,失望,shīwàng,Vs,"disappointed, to lose hope, to despair",在處理那位顧客的問題上，餐廳的態度真令我失望。,
B4L09-1-31,操心,操心,cāoxīn,Vs/Vst,to be worried,申請留學的過程中，最讓人操心的可能就是寫讀書計畫了。,
B4L09-1-32,目標,目标,mùbiāo,N,"target, goal, objective",我想了許多辦法去達成公司的目標，卻還是得不到主管的支持。,
B4L09-1-33,如果說,如果说,rúguǒshuō,Conj,"if, in case, in the event that",如果說能回到過去，我最想放下工作，追求自己的興趣。,
B4L09-1-34,命令,命令,mìnglìng,N/V,"order, command, to order, to command",在古代，國王所說的話是絕對的，也是最高的命令。,
B4L09-1-35,命,命,mìng,V,"to order, to command",國王命下面的人死，那些人就非死不可。,
B4L09-1-36,耐心,耐心,nàixīn,Adv,patiently,每次當我們在學習華語上遇到困難，老師總是耐心地教導大家。,
B4L09-1-37,步,步,bù,M,classifier for steps or stages in a process,好的開始是成功的一半，第一步往往最重要。,
B4L09-1-38,座談會,座谈会,zuòtánhuì,N,"forum, symposium, discussion",這次座談會邀請了各領域的人們，主要目的是對國內的地方建設提一些建議。,
B4L09-1-39,排,排,pái,M,"classifier for lines, rows, etc.",我逛街時經過了一排小吃攤，就買幾樣回來當作宵夜。,
B4L09-1-40,稍微,稍微,shāowéi,Adv,"slightly, marginally",妳去面試時稍微化妝一下，是一種禮貌。,
B4L09-1-41,有些,有些,yǒuxiē,Adv,"some, somewhat",經過我的說明，他反而有些糊塗了，看來我的解釋不太清楚。,
B4L09-1-42,學業,学业,xuéyè,N,"one's studies, schoolwork",為了發展個人事業而放下學業，多數人是很難做到的。,
B4L09-1-43,法子,法子,fázi,N,"way, method, means",去旅行的話，我有法子讓你用最少的預算擁有最豐富的行程。,
B4L09-1-44,誇獎,夸奖,kuājiǎng,V,"to praise, to commend",小王的閱讀報告寫得很精彩，連教授都在課堂上當面誇獎他。,
B4L09-1-45,強迫,强迫,qiángpò,V,"to force, to compel",除非別人願意，否則你不該強迫其他人全按你的意見做事。,
B4L09-1-46,分析,分析,fēnxī,V/N,"to analyze, analysis",根據手機公司的分析，明年大尺寸手機的市場需求會提高五倍以上。,
B4L09-1-47,處罰,处罚,chǔfá,V,"to punish, to penalize",最近酒後開車的車禍新聞越來越多，政府得好好處罰這些人。,
B4L09-1-48,合得來,合得来,hédelái,Vs,"to get along well, compatible",,
B4L09-1-49,合不來,合不来,hébùlái,Vs,"unable to get along together, incompatible",我跟他的個性、想法都合得來，就是飲食習慣合不來。,
B4L09-1-50,條,条,tiáo,M,classifier for law or treaty,這家醫院的規定一條又一條的，看得我眼睛都累了。,
B4L09-1-51,免得,免得,miǎnde,Vaux,"so as not to, so as to avoid",外面風大，最好穿件外套出門，免得感冒了。,
B4L09-2-01,教授,教授,jiàoshòu,V,"to instruct, to lecture on",教授學生做人的道理與教授知識同樣重要。,
B4L09-2-02,女士,女士,nǚshì,N,"lady, madam",經過兩段不幸的感情生活，那位女士對愛情已失去了信心。,
B4L09-2-03,代,代,dài,N,"generation, dynasty, age, period, (historical) era",我爸爸認為我們這一代做事不夠積極，缺少耐心。,
B4L09-2-04,子女,子女,zǐnǚ,N,"children, sons and daughters",當父母的總是希望子女將來能有成就，過著幸福的日子。,
B4L09-2-05,成為,成为,chéngwéi,Vpt,"to become, to turn into",要想成為成功的上班族，一切就得照規矩來。,
B4L09-2-06,何必,何必,hébì,Adv,"there is no need, why should",他只是開個小玩笑而已，你何必那麼在乎呢？,
B4L09-2-07,嚴格,严格,yángé,Vs,"strict, stern, rigorous, stringent",為了使客戶安心使用，我們公司產品訂了嚴格的生產標準。,
B4L09-2-08,代價,代价,dàijià,N,"price, cost",一小部分人引起的戰爭使人民付出了相當大的代價。,
